term,label,definition
http://purl.obolibrary.org/obo/DDPHENO_0000439,increased resistance to 5-Fluoroorotic acid (5-FOA),"Increase in extent, amount, or degree of resistance to 5-Fluoroorotic acid."
http://purl.obolibrary.org/obo/DDPHENO_0000274,abolished SDF production,"Complete inability for the production of SDF-1 or SDF-2, peptides that promote terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001130,decreased taxis,"Reduction in extent, amount, or degree of the response to external stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0001308,abolished activation of Rac GTPase activity,Complete inability to activate Rac GTPase activity.
http://purl.obolibrary.org/obo/DDPHENO_0001396,increased protein localization to plasma membrane,Increase in the ability for localization of a protein from the cytoplasm to the plasma membrane.
http://purl.obolibrary.org/obo/DDPHENO_0001143,aberrant regulation of Ran GTPase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of a Ran GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000287,aberrant infection rate by a gram-negative pathogenic bacterium,"Deviation from the normal, usual, or expected events during infection of Dictyostelium by a gram-negative pathogenic  bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0000034,aberrant contractile vacuole discharge,"Deviation from the normal, usual, or expected events during contractile vacuole discharge."
http://purl.obolibrary.org/obo/DDPHENO_0000581,increased sensitivity to cheating,Increased sensitivity to cheating when mixed with cheater cells compared to wild type.
http://purl.obolibrary.org/obo/DDPHENO_0001156,aberrant cellulose biosynthesis,"Deviation from the normal, usual, or expected events during cellulose biosynthesis."
http://purl.obolibrary.org/obo/DDPHENO_0000047,decreased phosphatidylinositol biosynthesis,"Reduction in extent, amount, or degree of phosphatidylinositol biosynthesis."
http://purl.obolibrary.org/obo/DDPHENO_0001450,abolished protein phosphorylation,Complete inability for protein phosphorylation.
http://purl.obolibrary.org/obo/DDPHENO_0000341,aberrant membrane organization during endocytosis,"Deviation from the normal, usual, or expected plasma membrane organization during endocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000519,aberrant localization to contractile vacuole membrane,"Deviation from the normal, usual, or expected localization to contractile vacuole membrane."
http://purl.obolibrary.org/obo/DDPHENO_0001169,delayed cytokinesis,Late onset or slower progression through cytokinesis.
http://purl.obolibrary.org/obo/DDPHENO_0001463,aberrant regulation of positive chemotaxis,"Deviation from the normal, usual, or expected events during the regulation of the locomotory response."
http://purl.obolibrary.org/obo/DDPHENO_0000354,aberrant endocytic recycling,"Deviation from the normal, usual, or expected events during endocytic recycling."
http://purl.obolibrary.org/obo/DDPHENO_0001210,abolished translation,Complete inability for translation.
http://purl.obolibrary.org/obo/DDPHENO_0000101,increased localization to nucleolus,Increase in amount or accumulation in the nucleolus.
http://purl.obolibrary.org/obo/DDPHENO_0001476,abolished histone lysine methylation,Complete inability for methylation of a lysine in histone H3.
http://purl.obolibrary.org/obo/DDPHENO_0000367,mislocalized prestalk gene expression,Prestalk gene expression occurring in an abnormal position or in an unusual manner or form.
http://purl.obolibrary.org/obo/DDPHENO_0001223,decreased phagolysosome formation,"Reduction in extent, amount, or degree of phagolysosome formation."
http://purl.obolibrary.org/obo/DDPHENO_0001489,abolished phagosome acidification,Complete inability for phagosome acidification.
http://purl.obolibrary.org/obo/DDPHENO_0001236,increased intracellular ATP level,Increase in amount or accumulation of intracellular ATP.
http://purl.obolibrary.org/obo/DDPHENO_0000127,aberrant socially cooperative development,"Deviation from the normal, usual, or expected social cooperation during aggregation."
http://purl.obolibrary.org/obo/DDPHENO_0001530,aberrant negative regulation of vegetative growth,"Deviation from the normal, usual, or expected events during the negative regulation of vegetative growth."
http://purl.obolibrary.org/obo/DDPHENO_0001071,precocious response to hypo-osmotic stress,Early onset or faster progression in the response to hypo-osmotic stress.
http://purl.obolibrary.org/obo/DDPHENO_0001249,abolished C-terminal protein amino acid methylation,Complete inability for C-terminal protein amino acid methylation.
http://purl.obolibrary.org/obo/DDPHENO_0000434,aberrant pinosome maturation,"Deviation from the normal, usual, or expected events during pinosome maturation."
http://purl.obolibrary.org/obo/DDPHENO_0001084,aberrant vegetative growth,"Deviation from the normal, usual, or expected events during vegetative growth."
http://purl.obolibrary.org/obo/DDPHENO_0001009,aberrant localization,"Deviation from the normal, usual, or expected events during localization."
http://purl.obolibrary.org/obo/DDPHENO_0000447,increased myosin protein level,Increase in amount or accumulation of myosin.
http://purl.obolibrary.org/obo/DDPHENO_0001303,aberrant regulation of catalytic activity,"Deviation from the normal, usual, or expected events during the regulation of a catalytic activity."
http://purl.obolibrary.org/obo/DDPHENO_0001097,decreased DIF production,"Reduction in extent, amount, or degree of production of DIF."
http://purl.obolibrary.org/obo/DDPHENO_0001391,decreased protein localization to cytoplasm,Reduction in amount or accumulation of a protein in the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0001316,abolished peptidyl-proline 4-dioxygenase activity,Complete absence of peptidyl-proline 4-dioxygenase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000501,increased number of pinosomes,Quantitative increase in pinosomes.
http://purl.obolibrary.org/obo/DDPHENO_0000295,abolished protein binding,Complete absence of protein binding.
http://purl.obolibrary.org/obo/DDPHENO_0001151,decreased positive regulation of Rap GTPase activity,"Reduction in extent, amount, or degree of positive regulation of Rap GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000042,aberrant membrane ruffling,"Deviation from the normal, usual, or expected events during membrane ruffling."
http://purl.obolibrary.org/obo/DDPHENO_0001329,decreased extracellular cAMP level,Reduction in amount or accumulation of intracellular cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0000514,abolished stalk cell differentiation,Complete inability for differentiation into stalk cells.
http://purl.obolibrary.org/obo/DDPHENO_0001164,abolished prestalk B cell differentiation,Complete inability for differentiation of prestalk B cells.
http://purl.obolibrary.org/obo/DDPHENO_0000055,abolished localization to cell cortex,Complete inability to localize to the cell cortex.
http://purl.obolibrary.org/obo/DDPHENO_0000527,abolished histone H3-K4 methylation,Complete inability for methylation of histone H3 at lysine 4.
http://purl.obolibrary.org/obo/DDPHENO_0001177,decreased pseudopod formation,"Decrease in extent, amount, or degree of formation of pseudopods."
http://purl.obolibrary.org/obo/DDPHENO_0000068,increased localization to cytoplasm,Increase in amount or accumulation in the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0001471,increased response to lithium,"Increase in extent, amount, or degree of response to lithium."
http://purl.obolibrary.org/obo/DDPHENO_0000362,aberrant response to nocodazole,"Deviation from the normal, usual, or expected events during the response to nocodazole."
http://purl.obolibrary.org/obo/DDPHENO_0001484,aberrant spindle stabilization,"Deviation from the normal, usual, or expected during spindle stabilization."
http://purl.obolibrary.org/obo/DDPHENO_0000375,delayed prespore gene expression,Late onset or slower progression in the expression of prespore genes.
http://purl.obolibrary.org/obo/DDPHENO_0001231,abolished protein secretion,Complete inability for protein secretion.
http://purl.obolibrary.org/obo/DDPHENO_0000122,aberrant cell-cell self recognition,"Deviation from the normal, usual, or expected events during cell-cell self recognition."
http://purl.obolibrary.org/obo/DDPHENO_0001409,abolished phosphoinositide binding,Complete absence of phosphoinositide binding.
http://purl.obolibrary.org/obo/DDPHENO_0001497,abolished protein localization to cell surface,Complete inability to localize a protein to the cell surface.
http://purl.obolibrary.org/obo/DDPHENO_0001244,abolished protein level,Complete elimination of protein expression.
http://purl.obolibrary.org/obo/DDPHENO_0000388,abolished vacuolation,Complete inability for vacuolation.
http://purl.obolibrary.org/obo/DDPHENO_0000135,decreased ABP120 protein level,Reduction in amount or accumulation of actin-binding protein.
http://purl.obolibrary.org/obo/DDPHENO_0001257,decreased catalytic activity,"A reduction in extent, amount, or degree of catalysis by an enzyme."
http://purl.obolibrary.org/obo/DDPHENO_0000148,decreased cell motility,"Reduction in extent, amount, or degree of cell motility."
http://purl.obolibrary.org/obo/DDPHENO_0001004,aberrant cellular physiological process,"OBSOLETE. Deviation from the normal, usual, or expected events during cellular physiological processes."
http://purl.obolibrary.org/obo/DDPHENO_0000442,increased extracellular counting factor component(s) level,Increase in amount or accumulation of extracellular counting factor component(s).
http://purl.obolibrary.org/obo/DDPHENO_0001092,abolished response to DIF,Complete inability for response to DIF.
http://purl.obolibrary.org/obo/DDPHENO_0001017,aberrant regulation of aggregate size,"Deviation from the normal, usual, or expected events during the regulation of aggregate size."
http://purl.obolibrary.org/obo/DDPHENO_0000455,increased accumulation of cGMP,"Increase in extent, amount, or degree of cGMP."
http://purl.obolibrary.org/obo/DDPHENO_0001311,aberrant activation of GTPase activity,"Deviation from the normal, usual, or expected events during the activation of the activity of a GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000290,abolished resistance to a gram-positive pathogenic bacterium,Complete inability for resisting any gram-positive pathogenic bacterium.
http://purl.obolibrary.org/obo/DDPHENO_0001324,decreased peptidyl-proline hydroxylation,Reduction in level of hydroxylation of proline residues on a peptide.
http://purl.obolibrary.org/obo/DDPHENO_0000215,increased spore sensitivity to hydrogen peroxide,"Decreased tolerance of the normal, usual, or expected events in spores towards hydrogen peroxide."
http://purl.obolibrary.org/obo/DDPHENO_0000050,abolished response to hypo-osmotic stress,Complete inability to respond to hypo-osmotic stress.
http://purl.obolibrary.org/obo/DDPHENO_0001337,increased protein localization,Increase in amount or accumulation of a protein at a certain location.
http://purl.obolibrary.org/obo/DDPHENO_0000228,abolished positive regulation of chemorepellant activity,Complete inability of the positive regulation of chemorepellant activity.
http://purl.obolibrary.org/obo/DDPHENO_0000522,decreased chemotaxis to cAMP,"Reduction in extent, amount, or degree of chemotaxis in response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0001172,increased Ras guanyl-nucleotide exchange factor activity,"Increase in extent, amount, or degree of Ras guanyl-nucleotide exchange factor activity."
http://purl.obolibrary.org/obo/DDPHENO_0000063,abolished localization to coated pits,Complete inability to localize to coated pits.
http://purl.obolibrary.org/obo/DDPHENO_0000535,decreased intracellular glycogen level,Reduction in amount or accumulation of intracellular glycogen.
http://purl.obolibrary.org/obo/DDPHENO_0001185,increased intracellular myo-inositol level,Increase in amount or accumulation of intracellular myo-inositol.
http://purl.obolibrary.org/obo/DDPHENO_0000076,decreased localization to microtubules,Reduction in amount or accumulation at the microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0000370,aberrant prespore gene expression,"Deviation from the normal, usual, or expected expression of prespore genes."
http://purl.obolibrary.org/obo/DDPHENO_0001404,increased protein localization to microtubule organizing center,Increase in amount or accumulation of a protein to the microtubule organizing center.
http://purl.obolibrary.org/obo/DDPHENO_0001198,increased infection rate by Cryptococcus neoformans,"Increase in extent, amount, or degree of the infection rate by Cryptococcus neoformans."
http://purl.obolibrary.org/obo/DDPHENO_0000089,decreased localization to plasma membrane,Reduction in amount or accumulation at the plasma membrane.
http://purl.obolibrary.org/obo/DDPHENO_0001492,delayed phagosome re-neutralization,Late onset or slower progression of phagosome acidification.
http://purl.obolibrary.org/obo/DDPHENO_0000383,decreased stalk length,Having a relative short stalk.
http://purl.obolibrary.org/obo/DDPHENO_0000130,decreased cAMP-induced cAMP pulse,"Reduction in extent, amount, or degree of cAMP pulse in response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0000308,abolished SDF-2 production,"Complete inability for the production of SDF-2, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001252,abolished MAP kinase activation,Complete inability for activation of MAP kinase upon stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0001265,increased autophagic cell death,"Increase in extent, amount, or degree of autophagic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000156,delayed aggregation,Late onset or slower progression through aggregation.
http://purl.obolibrary.org/obo/DDPHENO_0001012,aberrant stalk formation,"Deviation from the normal, usual, or expected events during stalk formation."
http://purl.obolibrary.org/obo/DDPHENO_0000450,decreased number of aggregates,Quantitative reduction in aggregates.
http://purl.obolibrary.org/obo/DDPHENO_0001278,aberrant vacuolation,"Deviation from the normal, usual, or expected events during vacuolation."
http://purl.obolibrary.org/obo/DDPHENO_0000169,increased prestalk cell differentiation,"Increase in extent, amount, or degree of prestalk cell differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001025,aberrant prespore cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of prespore cells."
http://purl.obolibrary.org/obo/DDPHENO_0000463,precocious prespore gene expression,Early onset or faster progression in the expression of prespore genes.
http://purl.obolibrary.org/obo/DDPHENO_0000210,delayed slug formation,Late onset or slower progression through the formation of the slug.
http://purl.obolibrary.org/obo/DDPHENO_0001038,aberrant cAMP signaling during aggregation,"Deviation from the normal, usual, or expected events during cAMP signaling during aggregation."
http://purl.obolibrary.org/obo/DDPHENO_0000476,aberrant aggregation during macrocyst formation,"Deviation from the normal, usual, or expected events during formation of aggregation during macrocyst formation."
http://purl.obolibrary.org/obo/DDPHENO_0001332,abolished catalase activity,Complete absence of catalase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000223,aberrant thermotaxis,"Deviation from the normal, usual, or expected events during the response to temperature changes."
http://purl.obolibrary.org/obo/DDPHENO_0000489,increased cytosolic Ca2+ response,"Increase in extent, amount, or degree of cytosolic Ca2+ response."
http://purl.obolibrary.org/obo/DDPHENO_0001345,aberrant protein tyrosine phosphorylation,"Deviation from the normal, usual, or expected events during tyrosine phosphorylation of a protein."
http://purl.obolibrary.org/obo/DDPHENO_0000236,aberrant cell morphology,"Deviation from the normal, usual, or expected morphology of a cell."
http://purl.obolibrary.org/obo/DDPHENO_0000530,increased post-transciptional gene silencing by RNA,"Increase in extent, amount, or degree of post-transciptional gene silencing by RNA."
http://purl.obolibrary.org/obo/DDPHENO_0001180,increased F-actin polymerization at the leading edge,"Increase in extent, amount, or degree of F-actin polymerization in the area closest to the direction of movement in a motile cell."
http://purl.obolibrary.org/obo/DDPHENO_0000071,abolished localization to microtubule organizing center,Complete inability to localize to the microtubule organizing center.
http://purl.obolibrary.org/obo/DDPHENO_0001358,aberrant inner basal disc formation,"Deviation from the normal, usual, or expected during the formation of the inner basal disc."
http://purl.obolibrary.org/obo/DDPHENO_0000249,increased double-strand break repair,"Increased tolerance of the normal, usual, or expected events in double-strand break repair."
http://purl.obolibrary.org/obo/DDPHENO_0001105,aberrant catalytic activity,"Deviation from the normal, usual, or expected activity of a catalyst."
http://purl.obolibrary.org/obo/DDPHENO_0000543,increased infection rate by Mycobacterium avium,"Increase in extent, amount, or degree of the infection rate by Mycobacterium avium."
http://purl.obolibrary.org/obo/DDPHENO_0001193,aberrant infection rate by a microorganism,"Deviation from the normal, usual, or expected events during infection of Dictyostelium by a microorganism."
http://purl.obolibrary.org/obo/DDPHENO_0000084,abolished localization to nucleus,Complete inability to localize to the nucleus.
http://purl.obolibrary.org/obo/DDPHENO_0001118,aberrant signal transduction,"Deviation from the normal, usual, or expected events during signal transduction."
http://purl.obolibrary.org/obo/DDPHENO_0000009,aberrant fruiting body morphology,"Deviation from the normal, usual, or expected morphology of the fruiting body."
http://purl.obolibrary.org/obo/DDPHENO_0000556,aberrant contractile vacuole dissociation from plasma membrane,"Deviation from the normal, usual, or expected events during contractile vacuole dissociation from plasma membrane after discharge."
http://purl.obolibrary.org/obo/DDPHENO_0001412,aberrant protein localization to pseudopodium,"Deviation from the normal, usual, or expected events during localization of a protein to pseudopodia."
http://purl.obolibrary.org/obo/DDPHENO_0000303,increased actin bundle formation,"Increase in extent, amount, or degree of actin bundle formation."
http://purl.obolibrary.org/obo/DDPHENO_0000097,aberrant localization to nucleolus,"Deviation from the normal, usual, or expected localization to the nucleolus."
http://purl.obolibrary.org/obo/DDPHENO_0000391,obsolete_partial suppression of tagB mutation,OBSOLETE.
http://purl.obolibrary.org/obo/DDPHENO_0000569,increased lipid droplet formation,Increase in amount or accumulation of lipid droplets.
http://purl.obolibrary.org/obo/DDPHENO_0001425,aberrant centrosome organization,"Deviation from the normal, usual, or expected events during centrosome organization."
http://purl.obolibrary.org/obo/DDPHENO_0000316,aberrant response to SDF-1,"Deviation from the normal, usual, or expected during the response to SDF-1."
http://purl.obolibrary.org/obo/DDPHENO_0001260,increased cAMP binding,"Increased in extent, amount, or degree of binding to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0000151,aberrant F-actin organization,"Deviation from the normal, usual, or expected events during actin filament organization."
http://purl.obolibrary.org/obo/DDPHENO_0001438,abolished necrotic cell death,Complete inability for necrotic cell death.
http://purl.obolibrary.org/obo/DDPHENO_0000329,decreased small molecule binding,"A reduction in extent, amount, or degree of binding to a small molecule."
http://purl.obolibrary.org/obo/DDPHENO_0001273,decreased uropod retraction,"Reduction in extent, amount, or degree of uropod retraction."
http://purl.obolibrary.org/obo/DDPHENO_0000164,aberrant regulation of chemorepellant activity,"Deviation from the normal, usual, or expected events during the regulation of chemorepellant activity."
http://purl.obolibrary.org/obo/DDPHENO_0001020,aberrant regulation of stalk cell differentiation,"Deviation from the normal, usual, or expected events during the regulation of stalk cell differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001286,increased glycogen synthase kinase 3 activity,"Increase in extent, amount, or degree of glycogen synthase kinase 3 activity."
http://purl.obolibrary.org/obo/DDPHENO_0000177,aberrant positive regulation of chemorepellant activity,"Deviation from the normal, usual, or expected events during the positive regulation of chemorepellant activity."
http://purl.obolibrary.org/obo/DDPHENO_0001033,aberrant macrocyst morphology,"Deviation from the normal, usual, or expected morphology of the macrocyst."
http://purl.obolibrary.org/obo/DDPHENO_0000471,aberrant protein localization,"Deviation from the normal, usual, or expected localization of a protein."
http://purl.obolibrary.org/obo/DDPHENO_0001505,aberrant cellular defense response,"Deviation from the normal, usual, or expected response triggered in response to the presence of a foreign body or the prevention/recovery from an infection."
http://purl.obolibrary.org/obo/DDPHENO_0001299,abolished Ras guanyl-nucleotide exchange factor activity,Complete absence of Ras guanyl-nucleotide exchange factor activity.
http://purl.obolibrary.org/obo/DDPHENO_0001046,aberrant spore germination,"Deviation from the normal, usual, or expected events during spore germination."
http://purl.obolibrary.org/obo/DDPHENO_0001340,decreased protein localization to nucleus,Reduction in amount or accumulation of a protein in the nucleus.
http://purl.obolibrary.org/obo/DDPHENO_0000231,increased cell death,"Increase in extent, amount, or degree of cell death."
http://purl.obolibrary.org/obo/DDPHENO_0001518,aberrant mitochondrial fission,"Deviation from the normal, usual, or expected events during mitochondrial fission."
http://purl.obolibrary.org/obo/DDPHENO_0001059,abolished chemotaxis to cAMP during aggregation,Complete inability for chemotaxis to cAMP during aggregation.
http://purl.obolibrary.org/obo/DDPHENO_0000497,decreased number of vacuoles,Quantitative reduction in vacuoles.
http://purl.obolibrary.org/obo/DDPHENO_0001353,increased protein theronine phosphorylation,Increase in amount or accumulation of threonine phosphorylation of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0000244,aberrant double-strand break repair,"Deviation from the normal, usual, or expected events during double-strand break DNA repair."
http://purl.obolibrary.org/obo/DDPHENO_0001100,precocious DIF production,Early onset or faster progression in the production of DIF.
http://purl.obolibrary.org/obo/DDPHENO_0001366,aberrant upper cup formation,"Deviation from the normal, usual, or expected morphology of the upper cup."
http://purl.obolibrary.org/obo/DDPHENO_0000257,abolished chemotaxis to calcium,Complete inability for chemotaxis in response to calcium.
http://purl.obolibrary.org/obo/DDPHENO_0001113,aberrant gene expression,"Deviation from the normal, usual, or expected expression of genes."
http://purl.obolibrary.org/obo/DDPHENO_0000004,decreased slug size,Decrease in relative or proportionate dimensions of the slug.
http://purl.obolibrary.org/obo/DDPHENO_0000551,increased pseudopod formation,"Increase in extent, amount, or degree of formation of pseudopods."
http://purl.obolibrary.org/obo/DDPHENO_0000092,aberrant localization to pseudopodium,"Deviation from the normal, usual, or expected localization to pseudopodia."
http://purl.obolibrary.org/obo/DDPHENO_0001379,decreased intracellular ammonia level,Reduction in amount or accumulation of intracellular ammonia.
http://purl.obolibrary.org/obo/DDPHENO_0001126,abolished thermotaxis,Complete inability for thermotaxis.
http://purl.obolibrary.org/obo/DDPHENO_0000017,aberrant transitive RNA interference,"Deviation from the normal, usual, or expected events during transitive RNA interference."
http://purl.obolibrary.org/obo/DDPHENO_0000564,aberrant endoplasmic reticulum membrane organization,"Deviation from the normal, usual, or expected events during endoplasmic reticulum membrane organization."
http://purl.obolibrary.org/obo/DDPHENO_0001420,precocious spindle elongation,Early onset or faster progression through spindle elongation.
http://purl.obolibrary.org/obo/DDPHENO_0000311,aberrant MPBD production,"Deviation from the normal, usual, or expected during MPBD production, a polyketide."
http://purl.obolibrary.org/obo/DDPHENO_0001139,increased positive regulation of GTPase activity,"Increase in extent, amount, or degree of positive regulation of GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000577,decreased double-strand break repair via nonhomologous end joining,"Reduction in extent, amount, or degree of double strand break repair of DNA via nonhomologous end joining."
http://purl.obolibrary.org/obo/DDPHENO_0001433,aberrant gamma-aminobutyric acid signaling pathway,"Deviation from the normal, usual, or expected events during the gamma-aminobutyric acid signaling pathway."
http://purl.obolibrary.org/obo/DDPHENO_0000324,aberrant cyclic nucleotide binding,"Deviation from the normal, usual, or expected binding of a cyclic nucleotide."
http://purl.obolibrary.org/obo/DDPHENO_0001446,aberrant F-actin depolymerization,Complete inability to depolymerize actin into F-actin.
http://purl.obolibrary.org/obo/DDPHENO_0000337,increased electrotaxis,"Increase in extent, amount, or degree of  electrotaxis rate during the locomotory response to an electrical field."
http://purl.obolibrary.org/obo/DDPHENO_0001281,"increased 3',5'-cyclic-GMP phosphodiesterase activity","Increase in extent, amount, or degree of 3',5'-cyclic-GMP phosphodiesterase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000172,obsolete_insensitive to ammonia,OBSOLETE.
http://purl.obolibrary.org/obo/DDPHENO_0000572,decreased double-strand break repair via homologous recombination,"Reduction in extent, amount, or degree of double strand break repair of DNA via homologous recombination."
http://purl.obolibrary.org/obo/DDPHENO_0001206,aberrant lysosome morphology,"Deviation from the normal, usual, or expected morphology of the endosome."
http://purl.obolibrary.org/obo/DDPHENO_0001500,aberrant protein stabilization,"Deviation from the normal, usual, or expected stabilization of proteins."
http://purl.obolibrary.org/obo/DDPHENO_0001294,abolished glycogen synthase kinase 3 activity,Complete absence of glycogen synthase kinase 3 activity.
http://purl.obolibrary.org/obo/DDPHENO_0000185,increased sensitivity to nocodazole,"Increase in extent, amount, or degree of sensitivity to nocodazole."
http://purl.obolibrary.org/obo/DDPHENO_0001041,aberrant vacuole organization and biogenesis,"Deviation from the normal, usual, or expected process of vacuole organization and biogenesis."
http://purl.obolibrary.org/obo/DDPHENO_0001219,aberrant Golgi localization,"Deviation from the normal, usual, or expected localization of the Golgi apparatus."
http://purl.obolibrary.org/obo/DDPHENO_0001513,aberrant protein localization to microtubule organizing center,"Deviation from the normal, usual, or expected events during localization of a protein to the microtubule organizing center."
http://purl.obolibrary.org/obo/DDPHENO_0000404,increased prespore gene expression,"Increase in extent, amount, or degree of expression of prespore genes."
http://purl.obolibrary.org/obo/DDPHENO_0000198,aberrant activation of adenylate cyclase activity,"Deviation from the normal, usual, or expected events during the activation of adenylate cyclase."
http://purl.obolibrary.org/obo/DDPHENO_0000492,abolished streaming,Complete inability for streaming.
http://purl.obolibrary.org/obo/DDPHENO_0001526,decreased prestalk U cell differentiation,"Reduction in extent, amount, or degree of differentiation into prestalk U cells."
http://purl.obolibrary.org/obo/DDPHENO_0001067,aberrant response to hyperosmotic stress,"Deviation from the normal, usual, or expected events during the response to hyperosmotic stress."
http://purl.obolibrary.org/obo/DDPHENO_0001361,decreased inner basal disc size,Reduction in relative or proportionate dimensions of the inner basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0000252,aberrant positive regulation of mitochondrial membrane potential,"Deviation from the normal, usual, or expected events during positive regulation of  the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
http://purl.obolibrary.org/obo/DDPHENO_0001374,increased chemotaxis to arachidonic acid,"Increase in extent, amount, or degree of chemotaxis in response to arachidonic acid."
http://purl.obolibrary.org/obo/DDPHENO_0000265,aberrant myosin II organization,"Deviation from the normal, usual, or expected events during myosin II organization."
http://purl.obolibrary.org/obo/DDPHENO_0001121,aberrant taxis,"Deviation from the normal, usual, or expected events during the response to an external stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0000012,aberrant microRNA processing,"Deviation from the normal, usual, or expected events during microRNA processing."
http://purl.obolibrary.org/obo/DDPHENO_0001387,aberrant CRAC localization to the plasma membrane,"Deviation from the normal, usual, or expected events during CRAC (dagA) protein localization from the cytoplasm to the plasma membrane in response to a stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0000278,decreased infection rate by a pathogenic bacterium,"Reduction in extent, amount, or degree of the infection rate by a pathogenic bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001134,increased activation of adenylate cyclase,"Increase in extent, amount, or degree of activation of  adenylate cyclase."
http://purl.obolibrary.org/obo/DDPHENO_0000025,abolished exocytosis,Complete inability for exocytosis.
http://purl.obolibrary.org/obo/DDPHENO_0001147,decreased positive regulation of Rac GTPase activity,"Reduction in extent, amount, or degree of positive regulation of Rac GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000038,increased contractile vacuole discharge,"Increase in extent, amount, or degree of contractile vacuole discharge."
http://purl.obolibrary.org/obo/DDPHENO_0001441,aberrant cell fate commitment,"Deviation from the normal, usual, or expected events when committing cells for a specific fate in their normal environment."
http://purl.obolibrary.org/obo/DDPHENO_0000332,decreased folic acid binding,"A reduction in extent, amount, or degree of binding to folic acid."
http://purl.obolibrary.org/obo/DDPHENO_0001454,abolished protein tyrosine phosphorylation,Complete inability for protein tyrosine phosphorylation.
http://purl.obolibrary.org/obo/DDPHENO_0000345,increased activation of GTPase activity,"Increase in extent, amount, or degree of activation of  GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001467,decreased microtubule nucleation,"Reduction in extent, amount, or degree of microtubule nucleation."
http://purl.obolibrary.org/obo/DDPHENO_0000358,aberrant response to cAMP,"Deviation from the normal, usual, or expected events during the response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0001214,decreased calcium-independent cell-cell adhesion,"Reduction in extent, amount, or degree of calcium-independentcell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000193,abolished DIF production,Complete inability for DIF production.
http://purl.obolibrary.org/obo/DDPHENO_0001227,aberrant response to prestarvation factor,"Deviation from the normal, usual, or expected events during the response to prestarvation factor (PSF) found in conditioned media (CM)."
http://purl.obolibrary.org/obo/DDPHENO_0000118,decreased substrate adhesion-dependent cell spreading,"Reduction in extent, amount, or degree of substrate adhesion-dependent cell spreading."
http://purl.obolibrary.org/obo/DDPHENO_0001521,aberrant cellular response to fluid shear stress,"Deviation from the normal, usual, or expected events during the cellular response to fluid shear stress."
http://purl.obolibrary.org/obo/DDPHENO_0000412,aberrant cell-cell adhesion,"Deviation from the normal, usual, or expected events during cell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0001062,abolished protein kinase activation,Complete inability for activation of protein kinases.
http://purl.obolibrary.org/obo/DDPHENO_0001534,increased lysosomal pH,Quantitative increase in lysosomal pH.
http://purl.obolibrary.org/obo/DDPHENO_0001075,decreased prestalk A cell differentiation,"Reduction in extent, amount, or degree of differentiation into prestalk A cells."
http://purl.obolibrary.org/obo/DDPHENO_0000260,decreased sorting to prestalk region,"Reduction in extent, amount, or degree of cell sorting to prestalk region during the slug stage."
http://purl.obolibrary.org/obo/DDPHENO_0001088,aberrant response to DIF,"Deviation from the normal, usual, or expected during the response to differentiation inducing factor."
http://purl.obolibrary.org/obo/DDPHENO_0001382,increased extracellular glucose level,Increase in amount or accumulation of extracellular glucose.
http://purl.obolibrary.org/obo/DDPHENO_0000273,decreased SDF production,"Reduction in extent, amount, or degree of production of SDF-1 or SDF-2, peptides that promote terminal spore differentiation."
